SampleID,EOVXX,EOVYY,OID_,esrignss_l,esrignss_1,esrignss_a,Medi·n_As,Medi·n_Ca,Medi·n_Cd,Medi·n_Co,Medi·n_Cr,Medi·n_Cu,Medi·n_Fe,Medi·n_K,Medi·n_Mn,Medi·n_Mo,Medi·n_Ni,Medi·n_Pb,Medi·n_Ti,Medi·n_V,Medi·n_Zn
02_0001_S,845588.4737,253695.1635,,47.59786309,21.64879888,128.4968723,9.688160896,23388.96484,2.54739356,8.905649185,79.5664444,17.50079918,11061.93262,8237.810547,520.2156982,1.462628007,11.34127522,4.735413551,2890.820313,87.09283447,35.59247971
02_0002_S,845531.7683,253673.3173,1,47.59768366,21.64803559,131.5599051,7.913368225,23967.87891,0.887422323,5.787603378,67.13669586,12.96265316,7262.875488,10427.12109,358.9898376,1.062206745,19.82479668,,2478.60083,85.71310425,47.25690079
02_0003_S,844190.8998,252484.0235,2,47.587392,21.62969283,134.9302822,7.462396145,26640.51367,0.910301208,4.46,46.00609589,11.41555882,5940.69043,8772.107422,238.3946381,1.329154253,10.3661623,,1737.894043,48.59864807,34.83993912
09_0002_S,841534.3167,237929.3044,3,47.45732932,21.58810663,107.0423955,9.128083229,24443.1543,0.816244364,11.26143074,131.1499786,27.40220261,13121.30273,15919.94629,669.3388062,0.811789691,38.54704285,,3343.295654,120.7579727,59.89962006
09_0003_S,841724.0866,237648.7115,4,47.45475128,21.59050112,102.927714,8.080664635,25916.08594,2.933787823,8.113096237,49.11352539,10.07474613,10013.75977,8628.758789,404.3751221,2.007544518,3.735368729,,1947.224365,53.42766953,36.57078552
09_0004_S,841715.293,237510.6059,5,47.45384644,21.59019975,104.9618912,8.058842659,24966.58398,1.72630477,7.090014458,86.71356201,18.32591629,8798.779297,10896.26074,309.714386,1.354563713,18.2646122,,2605.00415,87.64471436,47.48265839
09_0005_S,841574.7107,237019.475,6,47.44913803,21.58825011,104.1042519,9.004428864,24383.48242,0.27224195,9.243872643,106.9119415,24.10173607,11212.45996,14062.94141,526.2670288,0.657193482,32.98887253,,2930.270996,114.1353302,48.68672562
09_0006_S,841562.5954,236811.795,7,47.44727449,21.58800009,103.4197544,7.506039143,23641.25977,1.317031741,5.415726185,86.09207916,18.01649666,8179.284668,11287.20898,388.3822021,1.042614579,19.43474388,,3786.109375,125.8629379,28.74433708
09_0007_S,841581.6286,236802.8929,8,47.4471889,21.5882485,102.495594,7.469669819,24786.52344,0.501028061,3.966920376,99.14333344,20.90440941,5861.080566,10909.29199,252.6586151,0.567190051,23.33522034,,3339.27002,113.721405,25.13212395
09_0008_S,841528.8489,236479.6568,9,47.44429837,21.58740983,102.3579799,7.549681187,25117.33203,0.923011899,5.838084221,86.09207916,19.97615433,7457.001953,11717.25195,384.4920349,0.848832786,28.9908886,,3166.170166,114.1353302,31.37823105
09_0009_S,841600.1135,236901.9082,10,47.44807366,21.58853613,104.1917801,8.27705574,23840.16211,0.923011899,7.525833607,88.26728821,19.76986694,9332.591797,11319.78906,480.8817749,1.022409081,24.31033325,,2848.14917,101.5798874,40.4840126
09_0010_S,840455.5919,237966.2952,11,47.45797616,21.57382343,107.7959932,8.45162487,24835.72656,1.423799276,8.920793533,139.5400543,27.60847855,10864.63281,13020.41406,523.673584,0.513617575,31.13614655,,4057.433838,147.3865662,48.15994644
09_0011_S,840167.7985,237734.3594,12,47.45597456,21.56990933,105.2346206,7.847904682,27427.75391,2.677038908,8.19386673,76.45901489,19.97615433,9879.790039,10355.44922,376.27948,1.864580154,10.65869331,,2272.491455,82.2638092,34.53891754
09_0012_S,839943.7139,237755.0333,13,47.45622539,21.56694787,105.0930188,8.160676003,27235.13086,2.013559341,9.615749359,80.80942535,20.59498215,11553.38867,12049.55664,473.1014404,1.430790067,19.92230606,,2499.533936,95.23317719,43.19316101
09_0013_S,839554.035,237784.6943,14,47.45660483,21.56179521,108.3920709,8.480719566,25133.03516,0.879796863,9.794115067,79.25570679,21.83266449,11750.41211,13202.85645,632.5982666,0.809035182,33.76895523,,2546.230713,101.5798874,46.80537033
09_0014_S,839497.6779,237775.6481,15,47.4565398,21.56104431,104.9903168,7.826083183,23566.93164,1.858492613,7.699151993,68.37966919,14.61288643,9496.779297,10120.87793,356.8286438,1.633143663,14.26662636,,2123.544678,67.22486115,33.33485031
09_0015_S,842579.0738,234649.0462,16,47.42753333,21.60053526,101.9541548,7.986105442,24101.87695,1.454303622,8.553964615,64.33998871,19.15103912,10640.42871,11078.70313,420.8002625,1.10873878,19.53225517,,2638.013916,85.85107422,39.58095551
09_0016_S,842422.3737,234524.4662,17,47.42645933,21.59840545,102.6772816,8.437077522,23730.24219,1.672921658,8.441223145,134.2574158,18.22277832,10543.57227,11202.50293,436.3609314,0.659335911,27.62573433,,4186.252441,139.5221558,38.0758667
09_0017_S,842659.8289,234268.7196,18,47.42409042,21.60144049,101.623231,8.480719566,24266.23438,0.325625122,7.584728718,116.8557434,25.75197029,9214.764648,15392.16699,534.4796143,0.599334002,37.08436966,,3269.225098,124.7591629,41.16129684
09_0018_S,842699.274,234134.0706,19,47.42286832,21.60190474,102.0061326,8.546183586,23957.41016,1.009442091,8.545550346,108.1549149,22.86405563,10033.21484,13346.20215,503.7905273,0.594742,29.57596207,,3321.557617,123.6553879,40.93553162
09_0019_S,842726.2319,234004.0042,20,47.42169108,21.60220554,103.092723,7.949737072,24079.89258,0.989105821,9.277525902,134.2574158,21.31696129,11129.95313,14141.12988,461.8631592,0.662091553,39.32712555,,3508.344482,126.966713,41.01079178
09_0020_S,842779.0026,233887.6395,21,47.42062944,21.60285418,100.7768613,8.888049126,23922.86328,0.704393923,9.321275711,122.7598801,27.50534058,10864.63281,15652.79785,638.6496582,0.59504807,36.1092453,,3149.262939,128.0704956,59.07182693
09_0021_S,842298.8724,235140.6292,22,47.43203495,21.59703556,101.2800808,12.32125473,24633.68359,1.57632339,9.238823891,76.14826202,19.36,11086.35449,11195.98633,492.9845276,1.204558372,17.19197655,30.03517914,2453.642578,85.02,61.40470886
09_0022_S,841147.796,234926.1941,23,47.43044362,21.58169268,101.9116168,8.975334167,24393.95117,1.05519855,10.38642693,97.58961487,24.72057724,12611.77148,14610.26953,572.5168457,1.000674486,29.86850357,,2999.510986,106.4088898,52.5999527
09_0023_S,840489.6966,234893.9552,24,47.43034525,21.57295986,103.341942,8.371613503,23930.19141,1.512770891,9.40541172,114.6805267,20.38870621,11098.90918,12877.06543,456.2440186,0.861995518,28.50333786,,3243.461426,118.5504303,42.81689453
09_0024_S,839704.8607,235143.631,25,47.43281738,21.56266812,102.6841014,8.975334167,24736.27539,0.27224195,11.19748878,144.5119934,29.67127609,12573.69141,17190.5293,598.4512939,0.34861201,47.03056717,,3414.951172,138.8323059,54.55656815
09_0025_S,839690.5997,235337.4401,26,47.4345639,21.56256179,104.7394745,9.106261253,24042.20703,1.416172624,11.90254021,112.1945801,24.41114998,14413.13281,14356.15332,539.234314,1.0502671,36.40177536,,3224.138428,117.7225952,51.01961136
09_0026_S,840832.6532,235491.8244,27,47.43562053,21.57775998,103.0936842,8.022474289,23808.75586,0.112092346,6.819099426,91.99621582,23.27662086,8292.28418,12179.87402,330.8941956,0.550965607,24.11531258,,2594.537598,93.30156708,41.8385849
11_0001_S,845825.0044,248689.6706,28,47.55279503,21.64972795,178.38,12.29943371,28420.17773,1.28398478,11.45494175,105.9797058,45.3484993,13544.04785,15046.83008,611.850708,0.919548988,26.16305923,29.4760685,3054.259277,111.7898102,117.4691696
11_0002_S,845786.6969,248448.0678,29,,,,11.75390244,25837.57227,0.330709189,10.45541763,102.5615158,36.78791046,12569.27637,14369.18457,541.3954468,0.556475759,34.06150818,24.37417984,2966.501221,100.4761124,152.4624329
11_0003_S,845612.306,247789.1713,30,47.54476346,21.64650597,172.52,13.44868374,26476.15625,1.027236819,10.98715019,109.7086258,50.19607162,13152.75879,12544.75977,571.6523438,0.777809441,24.89540482,40.58839798,3085.658447,109.3063049,149.0007324
11_0004_S,845447.2237,247552.9657,31,,,,11.33202553,25066.03516,1.078077435,9.755413055,82.05239868,35.7565155,12415.57617,11880.14551,613.5796509,0.878221095,18.45963097,21.29906845,2636.403809,81.29800415,112.7281494
11_0005_S,845697.4293,247043.7221,32,,,,27.26151657,29295.35156,3.289676666,23.90356636,128.9747772,110.1202011,27514.8125,11867.11426,813.2749634,2.151732922,19.23972511,173.3772278,2526.907959,101.3039322,315.0117493
11_0006_S,845300.5969,246965.3028,33,,,,28.13436508,27692.60742,1.637333155,10.85590076,89.51026917,44.52338409,12664.47656,10355.44922,491.6877747,1.248335958,18.75216293,181.2047882,2531.738525,91.50792694,191.218399
11_0007_S,845339.1357,246566.7592,34,47.53385592,21.64234035,168.24,9.69543457,23912.39648,1.306863546,8.217424393,73.35157013,24.10173607,10306.9502,11645.57715,465.3210754,1.210680723,18.84968376,4.735413551,2225.794678,80.60813904,77.28337097
11_0008_S,845623.6295,246415.3844,35,,,,7.600597382,26039.61523,,6.036643028,139.8508301,23.68917274,7315.304688,10824.58594,320.5204163,0.224628299,30.16103363,,2753.145508,103.9254074,56.51317596
11_0010_S,845201.531,246621.2546,36,47.53438687,21.64053774,163.66,20.68605614,27638.17188,1.398377776,12.34508991,79.25570679,54.63106918,15171.15039,10277.25781,699.5956421,1.042002439,16.60690498,110.2675934,2507.584961,80.05625916,260.000824
11_0011_S,845273.8719,246193.9274,37,47.53052373,21.6413098,161.12,14.44518661,26440.56445,1.329742432,9.592190742,61.85403442,27.60847855,11710.125,10205.58398,417.3423462,1.087616324,13.29151344,50.44272614,2295.8396,79.0904541,136.9600372
11_0011_S,845254.5481,245868.7248,38,47.52760601,21.64091011,159.8,14.44518661,26440.56445,1.329742432,9.592190742,61.85403442,27.60847855,11710.125,10205.58398,417.3423462,1.087616324,13.29151344,50.44272614,2295.8396,79.0904541,136.9600372
11_0012_S,845261.9197,245934.3315,39,,,,20.49693871,28903.82617,1.215349317,11.3102293,82.67389679,53.18712234,13672.91406,11332.82031,647.7267456,1.085778832,20.79990959,109.2192612,2688.736084,93.85344696,267.601532
11_0014_S,845219.3346,245894.6932,40,,,,13.73963451,26130.69336,1.380584121,10.46046543,73.04083252,38.74756622,12338.03516,12714.1709,573.3812866,1.308643818,22.65263748,43.94305801,2448.006592,84.60932922,118.6732407
11_0015_S,845545.4191,245990.4946,41,,,,16.03086281,24505.96484,2.582982063,9.910222054,58.12511063,123.940918,11517.79199,8192.202148,521.9446411,1.716106176,4.807991982,65.11938477,2276.516602,69.84633636,129.1335907
04_0001_S,844253.2189,244478.3654,42,47.51540481,21.62701073,114.0961353,17.91476059,30996.5,,11.56431675,118.4094772,68.55492401,13075.77148,14134.61621,601.9092407,0.847301424,36.01173401,,2997.900879,109.99617,768.7952881
04_0002_S,844106.249,244644.1332,43,47.51693861,21.62513301,115.9245462,35.66996002,26308.66016,5.244526863,11.74100208,125.8673248,92.7927475,13892.56543,8478.896484,1174.196167,1.25323391,41.08233261,0.961412549,3421.39209,128.2084656,257.3669128
01_0001_S,840811.5778,242245.5037,44,47.4963432,21.5803801,114.2664612,8.262507439,10140.42676,1.467014313,6.782079697,103.8044891,17.08824158,8533.182617,9840.698242,367.6346436,1.353338361,12.9014616,,2812.724365,88.74848175,40.18299103
04_0003_S,843992.668,244487.1969,45,47.51556144,21.62355714,116.0513705,14.80887318,32388.82422,1.062825322,9.306131363,72.41933441,41.63548279,11468.12207,16082.84082,508.112915,,18.55714226,,2795.81665,92.05980682,225.0075836
01_0002_S,839646.8144,241072.1902,46,47.4861332,21.56442803,113.4533012,8.924418449,24519.57422,1.15179801,10.33931065,110.9516068,21.31696129,12837.63184,13248.46484,622.6567993,1.054553032,29.57596207,,3361.081787,109.8582001,47.75630951
04_0004_S,843706.8613,244220.5236,47,47.51324869,21.6196481,110.9272247,11.07017136,31747.09766,1.553444505,9.053726196,98.52185059,25.85510826,11131.4707,12805.39063,520.6478882,0.976795256,20.11732674,2.848411083,2969.721924,101.5798874,58.16877365
01_0003_S,841587.528,241779.8254,48,47.49193026,21.59047228,109.8240834,8.095211983,26960.85352,1.111124396,6.654194832,62.78627014,26.0613842,8514.833008,10681.23828,394.4335632,0.869649231,19.04470444,,2600.978516,85.85107422,80.59455109
04_0005_S,843787.0979,243896.2924,49,47.51031015,21.62057117,112.4811627,,,,11.65013504,103.8044891,,13866.76367,,,1.356094003,35.23163223,7.530965328,3059.089844,105.4430847,
04_0006_S,843795.5328,243405.9871,50,47.5103142,21.6205656,112.4996553,11.00470734,47634.25391,3.185451746,9.437382698,106.6011963,27.0927887,11444.66699,8902.424805,332.6231384,0.997306764,28.21079636,,3656.486084,125.311058,88.94779205
01_0004_S,841350.5471,241253.7806,51,47.48727036,21.58710227,111.7923686,10.8592329,25319.37695,3.038011789,6.127509117,,11.72497845,8063.526367,4569.413086,240.9880829,2.439497471,,15.28863049,1409.406738,27.48894691,42.66637802
01_0006_S,841608.2352,240240.1285,52,47.47808226,21.59008271,108.6209937,8.749848366,28070.52539,,6.204913616,97.58961487,29.25872231,7733.911621,13574.25586,373.6860352,0.439226449,32.59883499,,2609.030029,106.2709198,67.87657928
04_0007_S,843406.2312,243068.4832,53,47.50298082,21.61515686,108.9900868,,,,6.474145889,41.34493637,,7722.598145,,,,,42.47539902,1470.595581,37.83684158,
04_0008_S,843433.8752,243048.3227,54,47.50279142,21.61551482,109.6016706,9.637244225,28506.01953,1.904250383,8.160212517,57.8143692,20.18243027,10243.62109,8342.06543,324.8428345,1.691615343,15.72930145,,1880.399658,64.46543121,80.36878967
01_0006_S,841623.9935,239497.7105,55,47.47140325,21.58997148,107.68887,8.749848366,28070.52539,,6.204913616,97.58961487,29.25872231,7733.911621,13574.25586,373.6860352,0.439226449,32.59883499,,2609.030029,106.2709198,67.87657928
01_0007_S,841175.1639,239196.9827,56,47.46883075,21.58389109,106.5499306,7.229636669,24378.24805,0.8848809,4.209229469,81.12017822,22.34836578,6448.289063,10694.26953,212.4601746,0.858016789,13.77907562,,2789.375732,94.1293869,45.90231705
04_0009_S,843273.5782,243809.2455,57,47.50967936,21.6137196,112.1277906,9.178998947,27060.30469,1.34753716,8.856850624,85.15984344,20.28556824,10482.86523,11482.68359,405.671875,,32.40381241,,2746.704834,100.8900223,78.93896484
04_0010_S,842457.2449,243278.582,58,47.50514913,21.60265798,111.3083269,13.52869606,38444.91016,2.359280109,9.040265083,107.5334167,60.61317062,10606.34961,12720.68555,783.0181885,1.22813046,40.88731003,7.11163044,2880.35376,115.7909851,222.6746979
01_0008_S,841692.3281,238723.8353,59,47.46442606,21.59054374,107.6453525,9.040798187,26029.14648,1.215349317,7.453477383,57.8143692,22.03894043,9373.570313,10355.44922,465.7533264,1.049654961,8.610957146,,2422.24292,70.39823151,66.97353363
01_0009_S,840396.2209,238833.8127,60,47.46579254,21.57340799,106.6610296,8.786216736,23958.45703,0.694225788,9.652768135,104.7367249,27.50534058,11342.98242,15900.39746,510.7063904,0.576986134,31.91623878,,3414.951172,127.1046829,50.19181442
01_0010_S,840473.8463,239176.1454,61,47.46884761,21.57458383,111.3932518,8.677110672,24616.93359,1.06790936,10.62705231,96.96811676,27.71162796,12204.75488,14317.05859,594.5611572,0.838117421,33.86648941,,3005.952148,113.5834351,57.19046402
01_0011_S,840545.0356,240465.619,62,47.48041946,21.57608066,111.5836081,8.69165802,23979.39453,1.177218318,9.294353485,99.45407104,23.58603477,11246.40137,13085.57031,474.8303833,1.078432322,28.79586792,,2626.742188,96.19896698,45.90231705
01_0012_S,840014.6818,240742.2183,63,47.48306013,21.5691658,109.730342,8.247960091,23361.74805,1.827988267,8.419347763,64.65074158,16.88195992,10460.65137,9795.089844,391.8401794,1.197210789,13.87658501,,2943.958252,87.78268433,41.23655319
01_0013_S,839658.0337,240264.8968,64,47.47887226,21.56423214,109.1635677,8.538909912,24359.4043,2.097446918,7.014292717,69.31190491,17.60393715,8677.086914,10485.76367,352.5062256,1.780393958,9.098507881,,1955.275391,62.11991119,44.17146683
03_0001_S,837917.3764,258722.9244,65,47.64531157,21.54898158,152.485884,7.644239902,23580.54102,1.014526129,6.627271175,69.31190491,17.08824158,8244.408203,10244.68066,391.8401794,1.274050355,17.97206879,,2194.39502,76.19303894,30.92671204
03_0002_S,838101.0798,258548.9218,66,47.64369446,21.55135121,149.9951308,8.815312386,23731.28906,0.994189918,8.981370926,102.8722534,23.79232216,10930.99707,13860.95313,550.0403442,1.296704292,25.96802902,,2521.272217,93.30156708,46.7301178
03_0003_S,837361.035,258311.5783,67,47.64177346,21.54140609,154.5099951,8.531636238,23800.38086,0.44764486,9.136179924,108.4656525,25.23626709,11424.24707,11547.83984,495.5779724,0.849444926,27.43070412,,2766.027588,93.99141693,49.51453018
07_0001_S,841015.6385,245308.5159,68,47.52382024,21.58440558,114.6367204,8.662563324,28357.36523,1.261107087,9.536662102,110.6408615,495.1456909,10802.26953,15157.59863,495.1456909,1.010164618,29.67347145,,2790.181152,104.6152725,62.75928497
07_0002_S,840299.1635,245409.9017,69,47.52494034,21.57493992,114.0659443,7.636965752,25026.25586,2.481299639,6.563328743,46.00609589,279.8897705,8342.643555,7006.324219,279.8897705,1.971114635,3.930389166,,2022.905273,54.53144455,32.73281479
03_0004_S,839357.9824,257028.8272,70,47.62966614,21.56741909,145.5867825,8.662563324,23910.30273,0.95605886,9.642672539,101.3185425,22.03894043,12051.74316,13320.13965,570.7879028,0.986898541,30.7461071,,3153.28833,112.61763,49.81554031
03_0005_S,838071.6878,256403.2942,71,47.6244142,21.55004653,150.1242525,8.684384346,23615.08789,1.062825322,9.752048492,78.01273346,25.3394165,12290.98633,11248.11523,561.7107544,0.77321744,19.53225517,,2600.173584,88.74848175,49.74028778
03_0006_S,838150.0119,255862.2955,72,47.61952817,21.55085767,149.8454085,10.06639481,24583.43359,2.633823872,8.688580513,63.09701157,16.15998077,10474.03516,8908.938477,417.7746277,1.668961406,5.393064499,7.880412102,2606.614502,76.74493408,56.51317596
07_0003_S,840677.4124,244895.2216,73,47.52020332,21.57973892,114.1202921,8.626194477,23121.49219,2.60713172,7.227154255,43.52013588,356.8286285,9222.628906,6377.549072,356.8286285,1.88493824,,,1940.380859,45.14936256,46.27859116
07_0004_S,840611.0048,244142.5284,74,47.51345593,21.5785342,114.9226644,8.509814262,23511.44922,1.861035228,8.959495544,61.54329681,444.1412964,11347.25879,9827.666992,444.1412964,1.336807966,14.94920921,,2501.144043,72.8817215,45.67655563
03_0007_S,838926.8522,254883.3393,75,47.61050345,21.56076826,142.0181256,8.99715519,24077.79883,1.746642232,8.156847,72.41933441,21.62638664,9763.893555,8146.59082,413.452179,0.995776474,,,2364.274658,63.7755661,62.53352356
03_0008_S,839532.6324,254223.1337,76,47.60439297,21.56853843,139.5886291,9.135355949,24583.43359,1.233144164,10.84580326,104.7367249,28.33045769,13007.06152,16011.16895,632.1660156,0.993938982,35.62169266,,2981.798828,113.721405,59.44809341
07_0005_S,840827.8906,242994.7087,77,47.50307384,21.58091857,112.7330342,7.782441139,23406.76172,2.188961029,7.051312447,69.62264252,359.8543396,8669.913086,8394.19043,359.8543396,1.678758144,6.953249931,,2230.625244,75.77912903,29.12060165
03_0009_S,838924.2718,253280.9481,78,47.59609896,21.5600493,147.3069137,9.106261253,24364.63867,1.311947584,6.940254211,93.54993439,19.25417709,8751.591797,9123.961914,315.7657471,1.159862757,13.19400311,,2394.868896,78.12464905,61.02843475
07_0006_S,839192.8481,242766.3613,79,47.50149529,21.55912907,110.748421,8.698931694,26052.17773,1.451762199,9.432333946,78.01273346,555.2271729,11763.93457,12160.3252,555.2271729,1.151290894,23.92028046,,2834.462402,97.44072723,47.18163681
03_0010_S,838517.8749,253190.6238,80,47.59540425,21.55460963,149.6693927,8.713479996,25594.70117,1.233144164,9.388585091,89.51026917,25.13312912,11349.87988,13776.24805,566.4654541,1.159556746,27.5282135,,2751.5354,96.88883209,57.41623306
03_0011_S,838174.7983,252888.7756,81,47.59278949,21.54992164,153.4107616,10.83741093,27213.14648,2.521972179,9.220314026,61.85403442,18.01649666,11342.56738,9664.772461,439.3866272,1.638041735,12.99898243,15.70795727,2294.229248,73.29562378,67.04878235
03_0012_S,836653.6299,253080.5079,82,47.59494914,21.52978668,148.9652533,8.79349041,24282.98438,1.113667011,9.688105583,109.7086258,22.55464172,11801.87598,13372.26758,555.2271729,1.158332467,27.72324562,,2774.883789,102.8216324,49.21350861
07_0007_S,839874.762,244334.7954,83,47.51539831,21.56884685,113.2527841,8.968060493,23714.53906,1.454303622,9.566950798,69.31190491,517.6222534,11698.12109,11495.71484,517.6222534,1.203946352,23.04267693,,2848.95459,90.68009186,49.13825607
07_0008_S,839815.6439,244069.6683,84,47.51303194,21.56794891,112.668852,9.964562416,29114.24609,2.740590334,6.485924721,36.68377304,319.2236633,8318.636719,8270.390625,319.2236633,2.094486237,,6.762183666,1748.360596,42.11397171,44.39723587
03_0013_S,839905.8666,252558.3717,85,47.58931877,21.57278477,139.1376345,7.440575123,27082.28906,0.401887178,3.665716648,74.9052887,19.87300491,4793.31543,11156.8916,181.7711029,1.211292744,19.43474388,,1625.98291,61.43004608,32.20603561
03_0014_S,840465.188,252635.7406,86,47.58985163,21.58025065,130.0767562,10.08094215,25989.36719,1.352621317,8.330164909,93.23918915,20.59498215,10384.9043,11971.36816,399.1882629,0.931181431,23.04267693,8.159963608,3187.908203,104.2013474,68.17759705
03_0015_S,840711.0921,252489.6288,87,47.58846645,21.5834554,127.1652295,8.800764084,27024.71094,0.582374156,8.002038002,119.6524506,27.19592667,9667.3125,13958.69043,445.4380188,0.563210189,33.18389511,,3442.325195,124.345253,77.81015015
03_0016_S,841334.5723,251052.8084,88,47.57536762,21.59111913,120.2128065,8.247960091,24097.68945,0.981479168,9.105890274,68.37966919,21.42009926,10706.10352,10459.70117,490.3910828,0.910365045,15.92433262,,2455.252686,84.60932922,49.51453018
