SampleID,EOVXX,EOVYY,OID_,esrignss_l,esrignss_1,esrignss_a,Medi·n_As,Medi·n_Ca,Medi·n_Cd,Medi·n_Co,Medi·n_Cr,Medi·n_Cu,Medi·n_Fe,Medi·n_K,Medi·n_Mn,Medi·n_Mo,Medi·n_Ni,Medi·n_Pb,Medi·n_Ti,Medi·n_V,Medi·n_Zn
07_0009_S,839479.8032,245018.9735,89,47.52166351,21.56389796,114.1169982,8.218865395,25843.85352,1.26364851,8.335213661,88.88877106,413.8844299,10024.66016,12564.30566,413.8844299,1.103228569,24.21282196,,2485.846924,91.36995697,50.41757584
06_0007_S,844875.4622,249628.4333,90,47.56151767,21.63753194,178.9,9.59,23454.92,,5.66,56.88,12.035,7100.21,7996.73,317.71,2.47,12.71,3.665,1991.105,58.465,38.45
06_0009_S,844851.9476,249979.1524,91,47.56467752,21.63737396,169.56,10.02,23929.15,,7.34,69,21.73,9002.7,11088.475,438.09,0.44,25.09,8.335,2420.63,89.16,55.76
06_0009_S,844827.7895,250265.1077,92,47.56725535,21.63717891,166.78,10.02,23929.15,,7.34,69,21.73,9002.7,11088.475,438.09,0.44,25.09,8.335,2420.63,89.16,55.76
06_0011_S,844868.3043,250557.6713,93,47.56987333,21.63784583,174.46,,,,,,,,,,,,,,,
06_0011_S,844535.4693,250577.5092,94,47.57015073,21.63343337,168.54,,,,,,,,,,,,,,,
06_0012_S,844652.4962,250308.9989,95,47.5677021,21.63486984,181.063623,18.92,24758.26,0.96,11.16,92.31,53.81,13433.53,12368.83,615.31,1.4,23.435,92.66,2510.81,96.34,133.8
06_0013_S,844696.5042,249789.6712,96,47.56302042,21.63522604,169.76,11.83,24090.36,1.62,9.57,69.31,29.88,11533.38,8733.01,709.54,1.52,15.315,25.455,2092.545,61.57,69.605
06_0014_S,845119.5374,249594.2619,97,,,,12.08,23736.52,1.62,8.23,59.99,32.66,10061.015,9795.09,361.15,0.35,22.02,27.52,2237.065,72.19,102.57
06_0015_S,845604.2798,248966.4558,98,47.55534925,21.64691916,163.44,,,,,,,,,,,,,,,
06_0017_S,845227.8162,249178.9929,99,47.55737231,21.64201352,165.1,,,,,,,,,,,,,,,
06_0017_S,844997.6422,248838.497,100,,,,,,,,,,,,,,,,,,
06_0019_S,845208.1508,248610.2475,101,,,,,,,,,,,,,,,,,,
06_0020_S,845164.9445,248583.4422,102,47.55203726,21.64091619,168.8,,,,,,,,,,,,,,,
06_0020_S,845375.5792,248381.5589,103,47.55015955,21.64362414,162.7,,,,,,,,,,,,,,,
11_0017_S,845372.6865,248190.9948,104,,,,10.83013821,24348.93555,1.034862399,8.136654854,91.99621582,28.53674507,10019.55469,11267.66016,499.4681396,0.778727591,30.16103363,15.84774113,2866.666748,92.74967194,95.57017517
11_0017_S,845619.8582,248466.9331,105,47.55085406,21.64690546,161.1,10.83013821,24348.93555,1.034862399,8.136654854,91.99621582,28.53674507,10019.55469,11267.66016,499.4681396,0.778727591,30.16103363,15.84774113,2866.666748,92.74967194,95.57017517
06_0021_S,844706.3712,247838.507,106,47.54547711,21.63449949,166.42,12.81,28391.91,2.51,9.32,66.2,38.95,11165,,427.28,1.67,8.705,31.57,2902.09,92.89,122.13
11_0017_S,844684.8981,247566.8193,107,47.5430411,21.63409503,161.8,10.83013821,24348.93555,1.034862399,8.136654854,91.99621582,28.53674507,10019.55469,11267.66016,499.4681396,0.778727591,30.16103363,15.84774113,2866.666748,92.74967194,95.57017517
11_0018_S,845176.242,247682.3763,108,47.54393359,21.6406693,171.52,7.62241888,25103.72266,,5.27437973,101.3185425,17.70707512,6819.433594,12851.00195,281.1864624,0.640355825,30.94112587,,2198.42041,93.16359711,37.69960022
11_0019_S,844977.573,247821.3012,109,47.5452417,21.63809273,171.4,8.749848366,25783.13477,0.488318503,9.190026283,103.1830139,45.24536133,11123.19238,13365.75098,789.0695801,0.520658016,32.69634247,,3453.59668,124.0692978,79.01422119
11_0020_S,845055.8483,247472.1057,110,47.54207921,21.6389783,166.96,12.82314301,25423.01563,2.839731216,8.80132103,41.96641159,40.08838654,10724.72949,7710.03125,482.1784668,1.669880152,4.710481644,34.57794952,2055.915039,60.87815094,176.4685516
11_0021_S,845244.7938,247926.7586,111,47.54611007,21.64168712,168.7,12.15395832,26220.72266,1.522940159,10.49580193,88.57803345,42.35746002,12878.47168,13665.47949,526.6992798,1.039858937,25.87051773,28.5675106,3085.658447,108.6164398,105.4284744
06_0022_S,844767.492,248298.6195,112,47.54959521,21.63551325,161.125,14.98,24919.47,1.65,9.33,71.18,42.87,11527.73,11176.44,559.55,1.14,20.12,55.61,2683.1,81.85,149.38
06_0023_S,844398.3879,248509.9433,113,47.5516047,21.6307049,164.64,,,,,,,,,,,,,,,
06_0025_S,844240.3198,248313.5726,114,47.54988631,21.62851985,165.4,,,,,,,,,,,25.48,,,,
06_0027_S,844050.264,248427.4172,115,47.55096613,21.62604608,170.76,16.06,28253.72,,7.595,41.97,33.38,8642.665,13717.6,678.565,0.43,16,67.67,1287.83,39.63,99.41
06_0028_S,843890.1415,248612.172,116,47.55267449,21.62400072,168.06,,,,,,,,,,,,,,,
06_0028_S,843790.6951,248641.3578,117,47.55296632,21.62269293,167.86,,,,,,,,,,,,,,,
06_0029_S,843603.5496,248648.2376,118,47.55308356,21.62021079,166.3,,,,,,,,,,,,,,,
06_0030_S,844087.2602,248764.7407,119,47.55398761,21.62668512,164.34,8.34,25052.43,,5.24,91.06,16.57,6812.54,11404.49,508.9774475,0.5,25.48,,2604.2,89.85,46.05
06_0031_S,844164.4377,248649.0221,120,47.55292443,21.62765928,160.02,13.57,24367.78,,7.89,86.09,25.86,9632.82,12427.47,474.83,0.68,28.02,41.7,2658.14,95.51,79.32
06_0032_S,844283.9893,249604.6763,121,47.56148,21.629666,165.38,,,,,,,,,,,,,,,
06_0034_S,843903.7579,249844.9309,122,47.56375262,21.62472122,165.3,,,,,,,,,,,,,,,
06_0034_S,843407.637,249725.8722,123,47.56282916,21.61807979,160.56,,,,,,,,,,,,,,,
06_0035_S,843232.7577,249549.4361,124,47.56129472,21.61568011,169.52,9.3,24814.79,,6.86,47.87,24.31,8655.98,9788.57,531.89,0.26,20.99,,2202.845,68.745,78.56
06_0038_S,842456.3219,249532.2806,125,47.56136934,21.60536052,153.78,9.89,34337.03,,7.48,71.18,22.04,9128.53,12987.83,509.41,1.01,22.46,6.375,2301.48,78.605,54.26
02_0004_S,840889.8018,262421.9002,126,47.67770192,21.59012296,160.1256026,7.833357334,23935.42773,0.808618844,6.080393314,60.6110611,18.84161186,7693.48584,11482.68359,335.6488342,1.018736482,21.67751312,,2388.428223,87.36877441,37.54908752
02_0005_S,841687.6662,257250.1397,127,47.6309764,21.59849665,149.8039323,6.02946949,23521.91602,0.704393923,1.158491731,19.90357971,4.50520134,3133.651367,7214.831543,123.4185867,1.58906126,,,1545.471313,42.66586685,12.63990974
02_0006_S,843155.074,257470.6574,128,47.63252663,21.61810786,148.7612092,9.622696877,34713.90234,1.393293738,6.982321262,64.49536133,27.19592667,8652.666992,11723.76855,396.5947876,1.086390972,20.70240021,4.17629528,2191.174561,74.53738403,67.1240387
02_0007_S,840151.9594,256677.1093,129,47.62627373,21.57782656,144.4723157,8.931692123,32728.00781,1.103498936,8.331848145,65.89372253,36.16907883,10053.49609,12127.74902,789.0695801,0.936386645,17.8745594,0.052855194,2157.359619,73.70954895,141.5505524
02_0008_S,840711.6605,255231.795,130,47.61311769,21.58464558,139.4796455,9.222640991,25213.64258,0.475607783,7.196024895,64.02924347,39.77896118,8663.705078,8817.71875,457.9729919,0.715357959,13.77907562,0.821632922,2170.241455,65.98311615,85.18506622
06_0040_S,842644.1109,248752.565,131,,,,17.62,26279.35,1.2,10.83,78.94,42.98,13049.14,12264.58,907.5,1.36,20.9,82.415,2315.97,80.19,156.23
08_0001_S,843107.5028,247266.9154,132,,,,10.18277454,23716.63281,2.712627411,6.617175102,38.5482254,18.01649666,8176.939453,7149.671387,215.0536346,1.856926918,,8.509410858,1858.661499,49.9783783,125.0698624
11_0022_S,844287.0568,247258.4551,133,47.5403872,21.62867784,165.08,18.80943108,29594.75391,2.496551991,9.109255791,46.62757492,48.44268799,11662.93848,9026.224609,577.2714844,1.775496006,6.270667553,92.51582336,2221.768799,62.94773102,216.3533478
11_0023_S,844348.9017,247192.7445,134,47.53977812,21.62947008,170.42,20.33691597,28346.89648,1.817818999,9.553489685,61.54329681,47.2050209,11461.22363,9091.381836,459.2697144,1.28568387,8.22090435,107.192482,2100.196289,68.32865143,230.7269287
11_0024_S,844622.8509,247172.1229,135,,,,14.8015995,30028.1543,1.408547044,8.634734154,87.33505249,46.1736145,10287.91016,11358.88281,404.8074036,1.186802626,18.45963097,53.37805557,2505.169922,89.7142868,319.7527771
08_0002_S,843591.3354,247288.7945,136,47.54086609,21.61945466,175.1,16.33635902,25423.01563,1.87628746,12.46792793,94.1714325,34.00314713,15093.88672,11782.4082,619.6310425,1.333134055,26.35807991,68.40415955,2803.062744,89.02444458,457.6186829
11_0025_S,844933.4993,246984.3974,137,,,,12.8813324,25125.70703,0.68914175,9.497960091,71.48709869,34.62198639,11663.62793,10342.41797,444.5735474,0.792809665,22.75014687,35.69617844,2503.55957,78.40058899,98.58033752
08_0003_S,843958.3238,247273.0404,138,,,,16.60548782,27377.50391,3.050722361,8.713821411,54.39618301,27.81476593,10909.61133,8270.390625,355.0996704,1.983053684,4.125409603,70.78038025,2063.966064,57.29088974,117.3186646
08_0004_S,843698.5782,246638.738,139,47.53499049,21.62059437,180.6,9.419032097,24405.4668,1.461930275,8.320069313,102.2507782,29.56813812,10168.70215,11997.43164,384.9242859,0.823117197,28.01577568,2.359188318,3513.980225,125.311058,90.90438843
06_0044_S,841746.8921,248020.1216,140,47.54798356,21.59528371,157.36,9.06,28642.11,0.84,7.35,61.695,26.065,9217.595,12218.97,390.33,1.61,24.8,,2051.89,70.12,66.035
11_0027_S,844442.0989,246829.6068,141,,,,21.07156372,32046.50195,1.766978502,8.89723587,81.74166107,45.76106262,10723.4873,12010.46289,749.7355347,1.081186771,23.43272972,114.9501419,2808.69873,97.30275726,128.6068115
08_0005_S,843833.1025,246378.9221,142,47.53261497,21.62226654,174,12.37944508,30180.99609,1.705968618,6.926792145,83.29538727,36.37535477,8768.287109,8355.09668,522.8091431,1.519569278,8.513435364,30.03517914,1968.962402,56.32508469,128.004776
06_0044_S,842285.3621,248001.3446,143,47.54765677,21.60242539,167.2,9.06,28642.11,0.84,7.35,61.695,26.065,9217.595,12218.97,390.33,1.61,24.8,,2051.89,70.12,66.035
08_0007_S,843739.1514,246258.5489,144,47.53156065,21.62096682,176.48,,,,,,,,,,,,,,,
06_0046_S,842698.0758,248098.723,145,47.5484108,21.60794773,151.66,8.03,29821.92,,6.67,88.425,23.07,8152.1,14466.92,342.56,0.75,32.31,,2224.99,79.23,53.5
08_0008_S,843994.275,246257.1038,146,47.53147211,21.62435265,180.4,17.17284012,26109.75586,2.082194805,12.854949,161.6029053,53.29026031,15953.58984,10068.75293,631.3015747,1.479465604,19.3372345,75.67260742,3253.927979,101.9937973,285.3615417
06_0046_S,842339.9084,248319.521,147,47.5505011,21.60328778,151.08,8.03,29821.92,,6.67,88.425,23.07,8152.1,14466.92,342.56,0.75,32.31,,2224.99,79.23,53.5
11_0029_S,844105.3425,246436.0052,148,47.53304747,21.62590526,180.98,9.186272621,28052.72852,1.721220732,7.470304966,50.04576111,31.32150841,9445.040039,9482.330078,518.9190063,1.369870067,6.368177414,,1956.080566,61.84395599,130.1118927
06_0048_S,842018.9206,248433.2947,149,47.55161817,21.59907479,139.68,,,,,,,,,,,,,,,
06_0048_S,843009.5142,247894.3743,150,47.54648197,21.61199403,177.34,,,,,,,,,,,,,,,
06_0049_S,843227.266,247829.2817,151,47.54583254,21.61485687,171.74,8.66,27104.27,1.81,6.8,53.77,33.28,8718.895,11384.95,425.555,1.64,16.22,,2130.39,66.4,66.52
06_0050_S,843275.0195,247936.75,152,47.54678456,21.61553779,163.94,9.28,24153.17,1.27,9.18,100.7,26.47,11388.79,12642.5,495.58,0.92,32.065,0.68,3464.06,115.65,55.01
06_0051_S,843236.4974,248212.1277,153,47.54927152,21.6151464,171.5,11.07,24855.62,0.85,11.13,100.08,48.24,13088.88,15470.36,654.64,0.86,35.82,18.08,3038.96,108.48,99.26
06_0052_S,843464.7265,248296.9211,154,47.54996637,21.61821391,167.42,24.35,24840.96,1.8,14.48,103.8,112.29,17009.21,12381.86,646.86,1.34,30.36,145.56,2814.33,104.06,329.16
06_0053_S,843724.804,247399.1772,155,47.54181892,21.62127486,176.12,8.57,24802.23,1.67,9.85,94.79,32.66,11757.73,12264.58,540.1,1.45,22.36,,2485.85,84.815,61.1
06_0054_S,843580.3696,247539.0914,156,47.54311945,21.61941841,169.7,,,,,,,,,,,,,,,
06_0055_S,843786.6268,247607.7082,157,47.54367526,21.62218683,171.4,,,,,,,,,,,,,,,
06_0056_S,843161.0493,247370.3048,158,47.54172598,21.61377762,193.74,,,,,,,,,,,,,,,
06_0057_S,842872.1307,247480.6687,159,47.54280333,21.60998984,172.575,,,,,,,,,,,,,,,
06_0058_S,842713.9544,247386.6652,160,47.54200485,21.6078489,170.3,,,,,,,,,,,,,,,
06_0059_S,842827.0905,247571.1427,161,47.54362995,21.60943122,174.8,13.03,25293.21,,9.73,91.69,57.93,11838.99,12173.36,318.79,,45.57,37.02,2289.4,79.09,250.07
08_0008_S,842709.237,247237.6974,162,,,,17.17284012,26109.75586,2.082194805,12.854949,161.6029053,53.29026031,15953.58984,10068.75293,631.3015747,1.479465604,19.3372345,75.67260742,3253.927979,101.9937973,285.3615417
08_0009_S,843040.2663,246558.2388,163,47.53446128,21.6118204,170.74,12.30670738,28303.97461,3.543884277,7.335688591,43.20938873,29.87755203,8900.740234,6602.344727,432.9030151,2.074893475,,29.68573189,1885.230347,53.70360947,81.94914246
08_0010_S,842540.1714,245968.6567,164,47.52930829,21.60492577,170.4,11.608428,25724.51172,2.293186188,6.315971851,34.1978035,35.44710159,8073.874023,5097.192871,321.8171387,1.241906404,,23.11618423,1904.553101,46.25312805,99.85965729
08_0011_S,842375.3478,245875.954,165,47.52852336,21.60269779,178.3,9.549959183,27434.0332,3.101564169,6.640733242,57.50361252,19.0478878,8658.185547,6348.227539,286.805603,2.031728745,,3.127966166,2472.965332,68.60459137,79.61624908
08_0012_S,842051.9969,245396.3611,166,47.5243068,21.59819819,166.7,11.89937782,29368.63086,3.518462896,7.746267796,34.1978035,37.61302567,10021.34863,6687.050293,439.3866272,2.304186821,,25.63217545,1855.44104,49.42648315,87.51794434
08_0013_S,842154.5208,244335.1626,167,47.51473662,21.59909918,164.7,10.51009274,30245.90039,0.457812995,7.993624687,72.41933441,35.85965347,10045.63184,11632.5459,473.1014404,0.861077368,27.33319283,12.2135191,2249.142822,71.6399765,172.0285492
06_0060_S,842106.2103,249106.6174,168,47.5576456,21.60052591,154.24,7.37,35090.77,1.01,5.61,73.97,12.24,7281.64,11059.16,443.71,1.39,16.9,,2361.86,78.95,24.68
06_0061_S,842010.5161,249402.2529,169,47.5603314,21.59938321,161,8.26,41488.14,3.31,5.92,28.915,20.08,7769.78,8706.95,430.74,2.12,,,1789.42,45.77,59.15
06_0063_S,841961.1367,249835.5635,170,47.56424127,21.59891522,152.86,11.08,33491.165,1.48,7.72,41.66,26.16,9680.14,10251.195,505.09,1.57,11.73,18.08,1766.88,51.63,90.45
06_0064_S,841838.7923,248925.696,171,47.55609761,21.5968961,160.68,9.03,40857.93,2.44,6.8,46.63,16.83,8679.16,9258.53,620.06,1.68,6.27,,1986.68,55.64,57.72
06_0065_S,841850.8364,248810.0648,172,47.55505457,21.59700597,173.875,13.67,42116.25,2.47,13.98,86.09,23.845,10697.69,12225.49,579,1.89,14.02,49.88,2317.58,81.71,116.94
07_0010_S,840870.4398,247538.7633,173,47.5439124,21.5834387,156.0999908,7.607871056,25685.77734,2.766010523,7.121985435,61.85403442,299.3406067,8936.337891,9215.181641,299.3406067,1.870396852,8.025884628,,2342.536377,72.74375153,36.11925888
07_0011_S,840980.7304,247589.0167,174,47.544332,21.5849247,156.5,8.888049126,30076.31055,2.519430876,7.409727097,55.63916016,363.7445068,8987.248047,10244.68066,363.7445068,1.707228184,9.098507881,,1959.301147,62.53382111,65.69419861
07_0012_S,841232.8211,247423.4096,175,47.5427696,21.5882003,153.6999969,10.21187019,31548.19531,0.948432207,6.820782185,52.842453,486.5009155,8444.053711,11580.41992,486.5009155,0.870567381,13.19400311,9.697519302,2057.525391,71.91591644,113.555954
08_0014_S,842049.7976,247355.7902,176,47.5419225,21.5990178,155.1999969,9.113534927,29202.18164,1.934754729,9.832817078,92.92845154,25.54569244,11669.00977,13548.19336,555.6594849,1.302214384,20.89742088,,2626.742188,90.40415192,65.76945496
06_0066_S,842649.3733,248851.9755,177,47.55519673,21.6076286,153.62,,,,,,,,,,,,,,,
06_0067_S,842678.0589,248953.4819,178,47.55610081,21.6080537,159.04,,,,,,,,,,,,,,,
06_0068_S,842752.5622,248795.2731,179,47.5546566,21.60897426,160.54,,,,,,,,,,,,,,,
06_0069_S,842763.9212,248634.4033,180,47.55320707,21.6090551,165.4,,,,,,,,,,,,,,,
06_0070_S,842953.6919,248637.8148,181,47.55318181,21.61157661,162.12,,,,,,,,,,,,,,,
06_0072_S,842501.5634,248032.1044,182,47.54786974,21.60530947,138.7,,,,,,,,,,,,,,,
06_0073_S,843170.7952,248411.5462,183,47.55108365,21.61436093,167.82,,,,,,,,,,,,,,,
06_0074_S,842950.3569,248378.2552,184,47.5508494,21.61141928,162.8,,,,,,,,,,,,,,,
06_0075_S,842039.2464,247722.1975,185,47.54521955,21.59903649,154.12,,,,,,,,,,,,,,,
06_0076_S,843002.6029,248099.5756,186,47.54832872,21.61199164,170.26,,,,,,,,,,,,,,,
06_0077_S,842180.8305,247406.2847,187,47.54233798,21.60077936,156.98,,,,,,,,,,,,,,,
06_0078_S,842860.4442,248088.6834,188,47.54827271,21.61009931,162.46,,,,,,,,,,,,,,,
08_0015_S,841844.1642,247264.7588,189,47.54116444,21.59624829,155.84,10.01547909,30245.90039,2.582982063,9.454209328,48.49204636,26.26767159,12027.32227,12036.52539,550.0403442,1.702330232,4.320441246,7.810516357,2470.549805,68.74256134,107.7613602
06_0079_S,842844.6899,248369.3025,190,47.55080007,21.61001226,159.94,,,,,,,,,,,,,,,
08_0016_S,841593.0335,247324.9937,191,47.54177951,21.59294022,147.24,9.426305771,27035.17969,3.269340515,6.847704887,32.95483017,22.34836578,8218.46875,6458.996094,340.4035034,2.10458827,,2.009745359,1631.618652,37.97481155,58.99656677
08_0017_S,841525.4446,246603.0247,192,47.53530886,21.59173091,149.98,24.37384224,23149.23438,5.409761906,6.006354809,,5.846019745,8018.410156,,98.78083801,3.616271019,,144.6529083,575.3063354,,47.63316727
07_0013_S,841297.1855,246686.0493,193,47.53612199,21.58873661,150.92,7.869725704,43794.36719,3.376106977,6.083758831,21.45729446,853.0411377,8109.333496,8035.822266,853.0411377,2.206224203,,,1378.812256,32.04201508,35.14094925
08_0018_S,841752.3849,245713.889,194,47.52724917,21.59435899,153.34,20.72242355,29811.45313,2.077110767,8.947716713,60.92179871,72.06167603,10654.77734,9208.666992,490.3910828,1.296704292,6.270667553,111.7352524,2026.930786,66.9489212,363.7012939
08_0019_S,842372.3714,244861.4412,195,47.51940386,21.60221822,151.74,8.960786819,25110.00391,2.013559341,8.917428017,91.0639801,35.44710159,10442.30078,11319.78906,504.2227783,1.293030381,12.70644093,,2866.666748,94.26737213,68.55386353
08_0020_S,842778.9926,245868.0551,196,47.52833362,21.60805199,150.7,,,,,,,,,,,,,,,
10_0002_S,842975.1565,235237.5036,197,47.43270723,21.60603767,142.9,9.579054832,24359.4043,1.034862399,9.787384987,96.65737915,26.26767159,12169.15723,15144.56641,790.366272,0.873017013,32.40381241,3.477409124,2912.558594,102.1317673,57.03995895
10_0004_S,842988.7244,235567.7326,198,,,,8.51708889,24592.85547,0.826412499,7.436650753,72.73007202,42.66687393,9507.817383,8921.970703,301.0695801,0.628723383,12.41390991,,2454.44751,69.29444122,78.48743439
10_0004_S,842839.9454,235716.2822,199,,,,8.51708889,24592.85547,0.826412499,7.436650753,72.73007202,42.66687393,9507.817383,8921.970703,301.0695801,0.628723383,12.41390991,,2454.44751,69.29444122,78.48743439
10_0004_S,843507.8741,235470.2656,200,47.43464283,21.61319693,148.575,8.51708889,24592.85547,0.826412499,7.436650753,72.73007202,42.66687393,9507.817383,8921.970703,301.0695801,0.628723383,12.41390991,,2454.44751,69.29444122,78.48743439
03_0017_S,840017.5511,253602.8217,201,47.59867573,21.57471759,136.0538046,8.4152565,24960.30273,1.225517511,8.718869209,86.40281677,25.44255447,10639.3252,14173.70996,559.5496216,1.221090078,25.18793488,,2506.780029,89.30037689,79.8420105
03_0018_S,839356.1146,253404.411,202,47.59708395,21.56584149,141.1724557,9.870004654,25654.37109,2.285560608,7.640257359,130.8392334,24.61743927,9660.551758,8491.927734,342.5646667,1.705391288,4.807991982,6.133185387,2254.778564,68.32865143,93.91456604
03_0019_S,839887.4717,253345.6116,203,47.59640126,21.57287827,138.8159821,9.55723381,25237.7207,1.878828883,8.237616539,60.6110611,27.50534058,10236.44629,10759.42969,467.4822998,1.462321877,17.58202934,3.477409124,2415.802002,75.64115906,73.14437866
03_0020_S,840205.4537,253416.8783,204,47.59694951,21.57713501,133.4704894,9.353569031,26809.05859,2.351653337,6.635684967,49.11352539,17.60393715,8555.671875,9013.193359,368.499115,1.874376774,1.590110898,1.660298467,1950.444824,65.0173111,96.84949493
03_0021_S,839533.433,253155.2179,205,47.59479237,21.56809137,142.8556301,9.200819969,27123.11719,0.940805554,6.50275135,87.9565506,22.24522781,8251.167969,10922.32324,309.282135,0.844546854,20.01981735,0.052855194,2894.845947,94.54331207,81.04608917
03_0022_S,839834.6178,253131.8633,206,47.59449505,21.57208408,140.5124099,13.44868374,26217.58203,1.220433474,12.47634125,109.0871506,59.99433136,14678.72949,14688.45801,772.2120972,1.098024487,32.5013237,40.44861984,3095.320068,116.7567902,187.4556885
03_0023_S,839933.883,252958.8553,207,47.59291091,21.57332902,139.2424826,9.491769791,25094.30078,0.821328402,11.12849808,121.5168991,28.02104187,12675.23828,15789.62891,576.8392334,0.753931344,30.06352425,2.638743639,3060.699951,115.6530151,71.18776703
03_0024_S,839275.1893,252750.6807,208,47.59123044,21.56448621,145.3298832,10.393713,26438.4707,1.050114512,10.14580059,118.7202148,31.0120945,11910.04688,14760.13281,604.0704346,0.965774953,39.22961426,11.09529877,3082.437988,121.7237778,89.4745636
03_0025_S,839319.8752,252471.3295,209,47.58870618,21.56496049,144.4036094,9.142630577,24830.49219,1.083161473,9.566950798,125.2458496,26.88651276,11169.1377,14447.37598,473.9659119,0.605150223,30.55108643,,3687.885254,135.6589508,64.64064026
03_0026_S,838903.2507,251851.8221,210,47.58325736,21.55915968,141.6564644,7.876999378,24005.56641,1.164507627,7.929682255,107.2226791,19.97615433,9570.180664,12544.75977,507.2484436,0.920161128,25.67549706,,3245.071533,113.4454651,39.27993393
03_0027_S,838688.8157,252538.721,211,47.58949441,21.55660339,148.4487336,9.098987579,25531.88867,1.017067552,10.19796371,130.5284882,32.04348755,12202.40918,13854.43652,618.3343506,1.006184697,37.08436966,,3198.374756,126.1388779,64.26437378
